user_id,top_ordered_item,avg_cart_item_count,preferred_category,order_party_type,user_region,restaurant_cuisine_type,restaurant_item_popularity,cart_total_value,cart_item_count,cart_cuisine_type,meal_time_segment,day_of_week_type,occasion_type,seasonal_preference,user_item_affinity,item_cooccurrence_score,user_category_affinity,item_price_tier,dietary_type,label_addon_added
42,Hakka Noodles,1,Chinese,solo,Gurgaon,Desserts,0.307,492,2,Chinese,dinner,weekday,none,winter,0.359,6,0.676,low,dairy,1
101,Fried Rice,2,Chinese,solo,Gurgaon,Beverages,0.122,314,1,Chinese,dinner,weekday,birthday,winter,0.478,0,0.392,high,nonveg,0
1,Pizza,4,Fast_Food,group,Gurgaon,Fast_Food,0.056,418,2,Fast_Food,lunch,weekend,festival,monsoon,0.09,1,0.301,medium,veg,0
113,Fries,3,Fast_Food,group,Navi_Mumbai,Chinese,0.196,335,2,Fast_Food,lunch,weekend,birthday,winter,0.142,4,0.588,medium,veg,0
117,Dal Makhani,1,North_Indian,solo,Navi_Mumbai,South_Indian,0.24,401,2,North_Indian,lunch,weekday,none,summer,0.309,0,0.458,low,veg,0
78,Gulab Jamun,1,Desserts,solo,South_Delhi,South_Indian,0.391,477,3,Desserts,lunch,weekday,none,winter,0.259,4,0.559,high,veg,1
194,Biryani,1,North_Indian,solo,Gurgaon,Fast_Food,0.24,536,3,North_Indian,snacks,weekend,festival,winter,0.634,6,0.647,high,veg,1
109,Garlic Bread,1,Fast_Food,solo,South_Delhi,Fast_Food,0.219,278,1,Fast_Food,lunch,weekend,none,monsoon,0.333,2,0.49,low,egg,1
182,Salad,3,North_Indian,group,Gurgaon,Beverages,0.264,373,1,North_Indian,dinner,weekday,none,summer,0.695,3,0.676,high,veg,0
75,Fried Rice,2,Chinese,solo,South_Delhi,North_Indian,0.486,478,2,Chinese,lunch,weekend,none,monsoon,0.638,5,0.52,medium,veg,0
118,Brownie,3,Desserts,group,Noida,Fast_Food,0.7,386,2,Desserts,dinner,weekend,none,summer,0.18,0,0.453,medium,nonveg,0
36,Dosa,1,South_Indian,solo,West_Delhi,Desserts,0.455,391,2,South_Indian,lunch,weekday,festival,winter,0.275,0,0.427,medium,veg,0
154,Sandwich,4,Fast_Food,group,South_Delhi,Desserts,0.568,319,1,Fast_Food,snacks,weekday,none,monsoon,0.089,1,0.79,medium,dairy,0
34,Fried Rice,4,Chinese,group,Gurgaon,Desserts,0.28,305,1,Chinese,lunch,weekday,birthday,winter,0.561,5,0.79,high,veg,1
123,Sambar,1,South_Indian,solo,Noida,Chinese,0.065,365,2,South_Indian,snacks,weekday,festival,winter,0.23,1,0.745,low,nonveg,0
129,Cheesy Dip,2,Fast_Food,solo,West_Delhi,Desserts,0.568,396,2,Fast_Food,lunch,weekend,none,winter,0.241,2,0.554,low,veg,0
180,Vada,1,South_Indian,solo,West_Delhi,Desserts,0.312,353,1,South_Indian,lunch,weekday,none,monsoon,0.511,5,0.638,medium,egg,1
32,Biryani,1,North_Indian,solo,South_Delhi,Desserts,0.688,425,2,North_Indian,lunch,weekday,festival,monsoon,0.557,8,0.553,medium,dairy,1
115,Coke,3,Beverages,group,Noida,North_Indian,0.138,301,1,Beverages,lunch,weekend,none,monsoon,0.349,3,0.41,medium,veg,1
181,Idli,1,South_Indian,solo,South_Delhi,South_Indian,0.421,305,2,South_Indian,lunch,weekend,none,monsoon,0.337,5,0.543,low,veg,1
36,Dosa,1,South_Indian,solo,West_Delhi,North_Indian,0.437,437,3,South_Indian,breakfast,weekday,none,summer,0.629,1,0.638,medium,dairy,0
54,Pepsi,2,Beverages,solo,Navi_Mumbai,Desserts,0.579,273,1,Beverages,snacks,weekend,birthday,summer,0.403,4,0.411,low,veg,1
101,Fried Rice,2,Chinese,solo,Gurgaon,Fast_Food,0.247,413,2,Chinese,dinner,weekday,none,winter,0.302,5,0.799,high,veg,1
120,Spring Roll,3,Chinese,group,West_Delhi,Beverages,0.26,389,2,Chinese,dinner,weekday,birthday,monsoon,0.418,2,0.765,medium,dairy,1
81,Ice Cream,2,Desserts,solo,West_Delhi,South_Indian,0.142,474,2,Desserts,lunch,weekday,none,summer,0.515,2,0.531,low,nonveg,0
186,Rasgulla,3,Desserts,group,Navi_Mumbai,South_Indian,0.279,464,2,Desserts,lunch,weekday,festival,monsoon,0.461,2,0.275,low,nonveg,0
0,Lassi,1,Beverages,solo,South_Delhi,Beverages,0.1,460,2,Beverages,dinner,weekday,birthday,winter,0.259,3,0.338,medium,veg,0
187,Pizza,2,Fast_Food,solo,Navi_Mumbai,Beverages,0.125,325,2,Fast_Food,snacks,weekend,none,summer,0.313,8,0.197,medium,nonveg,1
23,Lassi,1,Beverages,solo,Noida,Beverages,0.469,327,1,Beverages,snacks,weekday,none,monsoon,0.426,3,0.163,high,dairy,0
123,Chutney,1,South_Indian,solo,Noida,North_Indian,0.514,328,1,South_Indian,snacks,weekday,none,winter,0.135,8,0.625,low,veg,0
144,Pizza,1,Fast_Food,solo,Noida,Desserts,0.562,397,2,Fast_Food,dinner,weekday,birthday,summer,0.27,0,0.772,medium,nonveg,1
18,Chutney,2,South_Indian,solo,South_Delhi,North_Indian,0.497,389,2,South_Indian,dinner,weekday,none,winter,0.634,0,0.724,medium,nonveg,0
46,Cheesy Dip,1,Fast_Food,solo,Gurgaon,North_Indian,0.391,217,1,Fast_Food,dinner,weekday,anniversary,summer,0.244,0,0.559,medium,veg,0
188,Dosa,2,South_Indian,solo,South_Delhi,North_Indian,0.077,358,1,South_Indian,dinner,weekday,none,winter,0.049,1,0.407,low,veg,0
192,Raita,3,North_Indian,group,Gurgaon,Beverages,0.135,584,4,North_Indian,lunch,weekend,none,monsoon,0.332,1,0.342,medium,veg,0
114,Paneer Tikka,2,North_Indian,solo,Gurgaon,Chinese,0.163,422,2,North_Indian,lunch,weekday,birthday,summer,0.078,1,0.186,medium,nonveg,0
150,Sambar,3,South_Indian,group,West_Delhi,Beverages,0.361,446,3,South_Indian,lunch,weekend,none,winter,0.191,0,0.214,medium,nonveg,0
75,Spring Roll,2,Chinese,solo,South_Delhi,South_Indian,0.27,513,3,Chinese,lunch,weekday,festival,monsoon,0.478,1,0.082,low,nonveg,0
43,Tea,3,Beverages,group,Navi_Mumbai,Chinese,0.164,464,3,Beverages,lunch,weekday,none,winter,0.514,0,0.416,low,nonveg,0
177,Gulab Jamun,1,Desserts,solo,South_Delhi,Desserts,0.129,372,2,Desserts,lunch,weekday,none,summer,0.577,1,0.298,high,veg,0
77,Ice Cream,1,Desserts,solo,West_Delhi,Beverages,0.448,407,2,Desserts,snacks,weekend,none,winter,0.496,1,0.51,low,nonveg,0
81,Kheer,2,Desserts,solo,West_Delhi,South_Indian,0.525,389,1,Desserts,lunch,weekday,none,summer,0.465,2,0.849,medium,veg,0
183,Dosa,3,South_Indian,group,West_Delhi,North_Indian,0.062,454,3,South_Indian,dinner,weekend,none,monsoon,0.574,1,0.563,low,veg,0
143,Papad,1,North_Indian,solo,Noida,Desserts,0.221,345,1,North_Indian,dinner,weekday,none,monsoon,0.1,0,0.516,low,egg,0
182,Biryani,3,North_Indian,group,Gurgaon,Beverages,0.319,544,3,North_Indian,dinner,weekday,festival,winter,0.298,1,0.328,low,nonveg,0
29,Raita,1,North_Indian,solo,South_Delhi,Fast_Food,0.143,479,3,North_Indian,snacks,weekend,none,summer,0.251,0,0.689,medium,veg,0
39,Ice Cream,2,Desserts,solo,West_Delhi,Desserts,0.1,476,3,Desserts,snacks,weekday,none,monsoon,0.17,0,0.443,high,nonveg,0
121,Garlic Bread,3,Fast_Food,group,South_Delhi,South_Indian,0.196,311,1,Fast_Food,dinner,weekday,none,summer,0.465,5,0.697,low,nonveg,1
55,Kheer,3,Desserts,group,Gurgaon,Chinese,0.154,276,1,Desserts,snacks,weekday,festival,monsoon,0.468,3,0.205,high,veg,0
120,Spring Roll,3,Chinese,group,West_Delhi,Fast_Food,0.303,342,1,Chinese,lunch,weekday,anniversary,winter,0.412,4,0.358,high,nonveg,0
177,Brownie,1,Desserts,solo,South_Delhi,Chinese,0.144,303,1,Desserts,dinner,weekday,none,winter,0.419,0,0.415,low,veg,0
107,Brownie,3,Desserts,group,West_Delhi,Beverages,0.605,395,2,Desserts,snacks,weekday,none,summer,0.649,4,0.557,high,veg,0
178,Cheesy Dip,3,Fast_Food,group,Navi_Mumbai,North_Indian,0.374,509,3,Fast_Food,snacks,weekday,none,winter,0.279,1,0.572,low,veg,0
136,Ice Cream,2,Desserts,solo,South_Delhi,Beverages,0.278,372,1,Desserts,lunch,weekday,none,winter,0.413,2,0.352,high,nonveg,1
63,Lassi,1,Beverages,solo,West_Delhi,Beverages,0.239,334,2,Beverages,lunch,weekday,none,winter,0.083,5,0.67,medium,veg,1
161,Tea,2,Beverages,solo,West_Delhi,Fast_Food,0.316,410,1,Beverages,dinner,weekday,none,winter,0.127,0,0.74,high,nonveg,1
48,Pizza,2,Fast_Food,solo,West_Delhi,South_Indian,0.314,454,3,Fast_Food,lunch,weekday,none,winter,0.406,13,0.605,high,dairy,1
111,Paneer Tikka,1,North_Indian,solo,South_Delhi,Fast_Food,0.602,349,1,North_Indian,snacks,weekday,none,winter,0.212,7,0.68,low,nonveg,1
188,Upma,2,South_Indian,solo,South_Delhi,Fast_Food,0.757,654,4,South_Indian,lunch,weekday,festival,monsoon,0.46,6,0.217,medium,nonveg,1
26,Kheer,1,Desserts,solo,Gurgaon,Chinese,0.223,321,1,Desserts,dinner,weekday,none,winter,0.559,2,0.13,low,veg,1
37,Coke,1,Beverages,solo,Gurgaon,North_Indian,0.567,338,2,Beverages,lunch,weekday,festival,monsoon,0.343,8,0.673,high,veg,1
17,Paneer Tikka,2,North_Indian,solo,West_Delhi,Desserts,0.071,494,3,North_Indian,lunch,weekday,none,winter,0.283,6,0.289,medium,dairy,1
36,Chutney,1,South_Indian,solo,West_Delhi,Chinese,0.202,433,2,South_Indian,dinner,weekday,none,summer,0.16,2,0.408,low,veg,0
74,Fried Rice,2,Chinese,solo,West_Delhi,South_Indian,0.065,234,1,Chinese,lunch,weekday,none,monsoon,0.364,1,0.575,high,dairy,0
39,Rasgulla,2,Desserts,solo,West_Delhi,South_Indian,0.051,364,1,Desserts,dinner,weekday,none,winter,0.432,1,0.348,high,dairy,0
15,Salad,1,North_Indian,solo,Noida,Chinese,0.456,361,1,North_Indian,lunch,weekend,festival,summer,0.188,2,0.463,medium,veg,0
118,Gulab Jamun,3,Desserts,group,Noida,Beverages,0.1,352,2,Desserts,breakfast,weekday,none,monsoon,0.632,4,0.437,medium,nonveg,1
76,Pepsi,3,Beverages,group,Gurgaon,Beverages,0.135,374,1,Beverages,lunch,weekend,none,summer,0.024,0,0.724,medium,dairy,1
115,Lassi,3,Beverages,group,Noida,Desserts,0.138,329,1,Beverages,dinner,weekday,anniversary,summer,0.115,1,0.458,medium,veg,0
93,Raita,2,North_Indian,solo,West_Delhi,Chinese,0.304,340,1,North_Indian,dinner,weekday,none,summer,0.149,8,0.454,medium,nonveg,1
74,Fried Rice,2,Chinese,solo,West_Delhi,Fast_Food,0.367,452,3,Chinese,lunch,weekend,none,winter,0.21,4,0.525,medium,nonveg,0
43,Coke,3,Beverages,group,Navi_Mumbai,Beverages,0.428,352,1,Beverages,lunch,weekend,festival,summer,0.288,2,0.609,low,nonveg,1
192,Dal Makhani,3,North_Indian,group,Gurgaon,Beverages,0.08,419,2,North_Indian,snacks,weekday,none,winter,0.665,1,0.293,medium,nonveg,0
133,Raita,1,North_Indian,solo,Gurgaon,Beverages,0.381,565,4,North_Indian,snacks,weekend,none,winter,0.292,0,0.728,low,nonveg,0
188,Sambar,2,South_Indian,solo,South_Delhi,Chinese,0.296,553,4,South_Indian,breakfast,weekend,none,winter,0.375,0,0.44,low,veg,0
134,Fried Rice,3,Chinese,group,West_Delhi,Chinese,0.272,366,2,Chinese,snacks,weekend,none,monsoon,0.636,0,0.211,low,veg,0
144,Burger,1,Fast_Food,solo,Noida,Chinese,0.172,409,2,Fast_Food,lunch,weekday,none,summer,0.191,3,0.222,medium,nonveg,0
150,Upma,3,South_Indian,group,West_Delhi,Desserts,0.074,496,3,South_Indian,lunch,weekday,none,monsoon,0.308,1,0.202,medium,veg,0
29,Roti,1,North_Indian,solo,South_Delhi,Fast_Food,0.551,347,1,North_Indian,lunch,weekend,none,winter,0.323,4,0.641,medium,veg,1
85,Ice Cream,1,Desserts,solo,Gurgaon,South_Indian,0.522,513,3,Desserts,dinner,weekday,none,monsoon,0.55,3,0.515,medium,dairy,0
100,Lassi,1,Beverages,solo,Gurgaon,Fast_Food,0.279,530,3,Beverages,lunch,weekday,none,winter,0.212,1,0.277,medium,veg,0
145,Chutney,1,South_Indian,solo,Noida,South_Indian,0.24,425,2,South_Indian,snacks,weekend,anniversary,monsoon,0.169,2,0.17,high,veg,0
71,Tea,1,Beverages,solo,Navi_Mumbai,Beverages,0.308,301,1,Beverages,snacks,weekday,none,winter,0.715,7,0.442,low,dairy,0
34,Fried Rice,4,Chinese,group,Gurgaon,Chinese,0.47,459,2,Chinese,lunch,weekend,anniversary,monsoon,0.251,1,0.462,low,nonveg,0
136,Ice Cream,2,Desserts,solo,South_Delhi,South_Indian,0.307,475,3,Desserts,lunch,weekday,none,winter,0.584,0,0.433,high,dairy,0
113,Sandwich,3,Fast_Food,group,Navi_Mumbai,Desserts,0.308,559,3,Fast_Food,lunch,weekday,none,winter,0.432,10,0.232,low,nonveg,0
195,Dal Makhani,1,North_Indian,solo,Gurgaon,South_Indian,0.353,566,4,North_Indian,dinner,weekday,none,summer,0.337,12,0.693,medium,dairy,0
190,Nachos,1,Fast_Food,solo,South_Delhi,North_Indian,0.258,334,1,Fast_Food,dinner,weekday,none,monsoon,0.324,6,0.257,high,nonveg,1
145,Sambar,1,South_Indian,solo,Noida,North_Indian,0.466,432,2,South_Indian,dinner,weekday,none,winter,0.504,2,0.185,low,nonveg,0
96,Dosa,2,South_Indian,solo,Navi_Mumbai,South_Indian,0.287,464,3,South_Indian,lunch,weekend,none,monsoon,0.291,0,0.342,low,nonveg,0
139,Dal Makhani,4,North_Indian,group,West_Delhi,Beverages,0.424,517,3,North_Indian,dinner,weekday,festival,winter,0.616,3,0.738,high,dairy,0
146,Sambar,2,South_Indian,solo,Noida,Beverages,0.227,469,3,South_Indian,snacks,weekend,none,monsoon,0.153,0,0.56,low,veg,1
194,Roti,1,North_Indian,solo,Gurgaon,Chinese,0.306,329,1,North_Indian,snacks,weekend,none,summer,0.434,0,0.343,high,veg,0
80,Pepsi,3,Beverages,group,Navi_Mumbai,Desserts,0.165,500,3,Beverages,dinner,weekday,none,monsoon,0.57,0,0.46,low,nonveg,0
88,Vada,3,South_Indian,group,West_Delhi,Fast_Food,0.165,603,4,South_Indian,lunch,weekday,none,winter,0.051,0,0.59,high,nonveg,0
48,Pizza,2,Fast_Food,solo,West_Delhi,Desserts,0.268,535,3,Fast_Food,lunch,weekday,none,winter,0.484,0,0.334,low,veg,0
159,Biryani,2,North_Indian,solo,South_Delhi,Beverages,0.34,313,1,North_Indian,lunch,weekday,anniversary,summer,0.355,2,0.739,low,veg,1
59,Dal Makhani,1,North_Indian,solo,West_Delhi,Beverages,0.29,380,2,North_Indian,dinner,weekday,festival,summer,0.402,3,0.735,medium,nonveg,1
57,Hakka Noodles,1,Chinese,solo,Navi_Mumbai,Chinese,0.429,329,1,Chinese,snacks,weekday,none,winter,0.206,2,0.791,medium,veg,0
32,Paneer Tikka,1,North_Indian,solo,South_Delhi,Desserts,0.307,303,1,North_Indian,dinner,weekday,none,monsoon,0.116,12,0.661,medium,veg,1
175,Garlic Bread,1,Fast_Food,solo,South_Delhi,Beverages,0.452,269,1,Fast_Food,dinner,weekday,none,summer,0.649,0,0.456,low,nonveg,0
191,Lassi,3,Beverages,group,Navi_Mumbai,Beverages,0.286,589,4,Beverages,lunch,weekday,none,monsoon,0.625,6,0.428,low,dairy,0
12,Spring Roll,3,Chinese,group,West_Delhi,South_Indian,0.182,376,2,Chinese,lunch,weekday,none,monsoon,0.64,15,0.439,medium,egg,0
180,Chutney,1,South_Indian,solo,West_Delhi,Chinese,0.248,303,1,South_Indian,breakfast,weekday,none,monsoon,0.115,6,0.464,medium,veg,1
66,Hakka Noodles,1,Chinese,solo,Noida,Desserts,0.218,350,1,Chinese,lunch,weekday,anniversary,summer,0.61,3,0.611,low,nonveg,0
185,Pepsi,2,Beverages,solo,Gurgaon,Beverages,0.668,615,4,Beverages,dinner,weekend,none,monsoon,0.388,0,0.392,low,veg,0
56,Lassi,1,Beverages,solo,Navi_Mumbai,North_Indian,0.335,528,4,Beverages,dinner,weekend,none,monsoon,0.04,1,0.846,low,dairy,0
46,Pizza,1,Fast_Food,solo,Gurgaon,Chinese,0.478,445,2,Fast_Food,snacks,weekend,none,summer,0.595,2,0.547,medium,nonveg,0
125,Cold Coffee,2,Beverages,solo,South_Delhi,Beverages,0.075,419,2,Beverages,lunch,weekend,none,summer,0.454,2,0.821,low,veg,1
78,Ice Cream,1,Desserts,solo,South_Delhi,North_Indian,0.279,335,1,Desserts,lunch,weekday,none,monsoon,0.3,3,0.437,low,egg,0
157,Paneer Tikka,3,North_Indian,group,South_Delhi,Fast_Food,0.256,380,1,North_Indian,lunch,weekend,none,summer,0.704,1,0.812,high,veg,0
101,Manchurian,2,Chinese,solo,Gurgaon,Fast_Food,0.079,512,3,Chinese,dinner,weekend,none,winter,0.672,8,0.298,low,veg,1
145,Vada,1,South_Indian,solo,Noida,South_Indian,0.053,418,2,South_Indian,lunch,weekday,none,winter,0.503,2,0.26,medium,nonveg,0
42,Fried Rice,1,Chinese,solo,Gurgaon,North_Indian,0.395,397,2,Chinese,snacks,weekday,none,monsoon,0.236,0,0.684,medium,dairy,1
118,Ice Cream,3,Desserts,group,Noida,Desserts,0.129,351,2,Desserts,lunch,weekday,none,monsoon,0.049,3,0.762,high,veg,0
129,Cheesy Dip,2,Fast_Food,solo,West_Delhi,North_Indian,0.203,370,1,Fast_Food,lunch,weekday,none,summer,0.177,0,0.635,low,dairy,0
95,Rasgulla,2,Desserts,solo,West_Delhi,Fast_Food,0.074,302,1,Desserts,lunch,weekday,none,monsoon,0.173,0,0.572,low,dairy,0
130,Papad,2,North_Indian,solo,West_Delhi,Chinese,0.383,409,3,North_Indian,breakfast,weekday,none,monsoon,0.53,3,0.798,low,nonveg,0
97,Choco Lava Cake,2,Desserts,solo,Noida,North_Indian,0.524,358,2,Desserts,lunch,weekend,none,winter,0.257,4,0.37,medium,veg,0
18,Upma,2,South_Indian,solo,South_Delhi,North_Indian,0.477,472,2,South_Indian,lunch,weekday,none,summer,0.221,10,0.669,low,veg,0
81,Ice Cream,2,Desserts,solo,West_Delhi,Beverages,0.579,462,2,Desserts,dinner,weekday,none,winter,0.467,0,0.489,low,veg,1
36,Sambar,1,South_Indian,solo,West_Delhi,South_Indian,0.045,391,1,South_Indian,snacks,weekday,none,monsoon,0.601,0,0.67,medium,veg,0
12,Hakka Noodles,3,Chinese,group,West_Delhi,Chinese,0.129,576,4,Chinese,lunch,weekday,none,winter,0.539,0,0.475,low,nonveg,0
53,Salad,3,North_Indian,group,West_Delhi,Desserts,0.498,445,3,North_Indian,dinner,weekday,none,summer,0.266,2,0.365,medium,veg,0
78,Gulab Jamun,1,Desserts,solo,South_Delhi,Chinese,0.404,340,1,Desserts,snacks,weekday,none,winter,0.13,0,0.089,high,veg,0
182,Raita,3,North_Indian,group,Gurgaon,South_Indian,0.322,399,2,North_Indian,dinner,weekday,none,monsoon,0.187,2,0.256,medium,veg,0
24,Ice Cream,2,Desserts,solo,South_Delhi,Beverages,0.261,318,1,Desserts,lunch,weekday,none,winter,0.333,1,0.517,medium,nonveg,0
88,Sambar,3,South_Indian,group,West_Delhi,South_Indian,0.116,342,1,South_Indian,snacks,weekday,none,summer,0.186,2,0.512,low,veg,0
9,Ice Cream,2,Desserts,solo,Navi_Mumbai,Chinese,0.12,395,1,Desserts,snacks,weekday,none,summer,0.249,1,0.263,high,veg,0
109,Burger,1,Fast_Food,solo,South_Delhi,Chinese,0.506,584,4,Fast_Food,breakfast,weekday,none,monsoon,0.384,1,0.782,high,nonveg,1
170,Paneer Tikka,2,North_Indian,solo,Gurgaon,Desserts,0.263,346,2,North_Indian,dinner,weekday,none,winter,0.194,0,0.756,low,dairy,1
79,Cold Coffee,1,Beverages,solo,Gurgaon,South_Indian,0.278,343,1,Beverages,dinner,weekday,none,summer,0.59,1,0.466,medium,veg,1
142,Spring Roll,2,Chinese,solo,South_Delhi,South_Indian,0.369,388,1,Chinese,dinner,weekday,none,summer,0.169,0,0.401,medium,nonveg,0
136,Kheer,2,Desserts,solo,South_Delhi,Beverages,0.164,312,1,Desserts,breakfast,weekend,anniversary,monsoon,0.226,2,0.606,medium,veg,0
178,Pizza,3,Fast_Food,group,Navi_Mumbai,Desserts,0.319,296,1,Fast_Food,snacks,weekday,none,monsoon,0.475,4,0.154,low,veg,1
47,Spring Roll,2,Chinese,solo,Gurgaon,South_Indian,0.266,387,2,Chinese,dinner,weekend,none,summer,0.529,6,0.827,medium,veg,1
164,Kheer,1,Desserts,solo,Navi_Mumbai,South_Indian,0.368,418,2,Desserts,dinner,weekday,none,summer,0.335,0,0.543,low,nonveg,0
5,Nachos,1,Fast_Food,solo,Navi_Mumbai,North_Indian,0.359,446,3,Fast_Food,dinner,weekend,none,monsoon,0.076,1,0.426,low,dairy,0
38,Lassi,2,Beverages,solo,South_Delhi,Beverages,0.432,340,1,Beverages,dinner,weekday,none,monsoon,0.43,4,0.287,high,veg,1
21,Chutney,1,South_Indian,solo,Navi_Mumbai,Beverages,0.034,442,2,South_Indian,snacks,weekday,none,summer,0.589,0,0.398,low,dairy,0
137,Nachos,2,Fast_Food,solo,Navi_Mumbai,Fast_Food,0.395,449,1,Fast_Food,dinner,weekend,festival,monsoon,0.188,0,0.813,low,nonveg,0
1,Nachos,4,Fast_Food,group,Gurgaon,Fast_Food,0.246,525,3,Fast_Food,lunch,weekday,none,winter,0.376,2,0.534,high,veg,0
26,Ice Cream,1,Desserts,solo,Gurgaon,Fast_Food,0.097,296,1,Desserts,lunch,weekday,none,monsoon,0.311,0,0.817,high,nonveg,1
132,Paneer Tikka,1,North_Indian,solo,Noida,Beverages,0.457,363,2,North_Indian,lunch,weekend,anniversary,summer,0.582,0,0.71,low,veg,0
36,Dosa,1,South_Indian,solo,West_Delhi,South_Indian,0.438,377,1,South_Indian,dinner,weekday,none,winter,0.32,12,0.189,medium,veg,1
45,Nachos,2,Fast_Food,solo,West_Delhi,Chinese,0.26,316,2,Fast_Food,dinner,weekday,none,summer,0.643,1,0.118,medium,veg,0
6,Fried Rice,1,Chinese,solo,South_Delhi,North_Indian,0.496,309,1,Chinese,snacks,weekend,none,monsoon,0.188,2,0.719,high,veg,0
76,Lassi,3,Beverages,group,Gurgaon,Desserts,0.577,417,2,Beverages,snacks,weekday,none,monsoon,0.216,7,0.792,high,veg,1
21,Vada,1,South_Indian,solo,Navi_Mumbai,North_Indian,0.202,435,3,South_Indian,snacks,weekday,none,winter,0.044,0,0.614,low,nonveg,0
70,Milkshake,3,Beverages,group,South_Delhi,South_Indian,0.463,504,4,Beverages,dinner,weekend,none,monsoon,0.494,2,0.316,low,nonveg,0
14,Vada,1,South_Indian,solo,South_Delhi,Fast_Food,0.229,362,2,South_Indian,snacks,weekday,birthday,winter,0.718,0,0.333,medium,nonveg,1
154,Pizza,4,Fast_Food,group,South_Delhi,North_Indian,0.179,467,3,Fast_Food,lunch,weekday,none,summer,0.359,3,0.205,low,egg,0
58,Spring Roll,1,Chinese,solo,Gurgaon,Desserts,0.355,392,1,Chinese,dinner,weekend,none,winter,0.337,2,0.797,medium,veg,1
52,Biryani,3,North_Indian,group,Gurgaon,Chinese,0.256,328,1,North_Indian,lunch,weekday,none,summer,0.036,17,0.878,high,nonveg,1
85,Brownie,1,Desserts,solo,Gurgaon,Desserts,0.335,557,4,Desserts,snacks,weekend,none,summer,0.071,0,0.782,low,nonveg,0
122,Milkshake,1,Beverages,solo,Noida,South_Indian,0.236,512,3,Beverages,lunch,weekday,none,monsoon,0.432,0,0.815,medium,nonveg,0
155,Choco Lava Cake,1,Desserts,solo,Noida,Beverages,0.352,437,3,Desserts,snacks,weekday,none,winter,0.491,0,0.88,low,egg,0
167,Tea,1,Beverages,solo,Navi_Mumbai,Chinese,0.189,559,4,Beverages,lunch,weekday,none,monsoon,0.493,1,0.479,medium,dairy,1
92,Fries,3,Fast_Food,group,Navi_Mumbai,Fast_Food,0.375,300,1,Fast_Food,breakfast,weekday,none,monsoon,0.288,0,0.598,high,egg,0
38,Pepsi,2,Beverages,solo,South_Delhi,Chinese,0.274,440,2,Beverages,lunch,weekday,festival,summer,0.625,2,0.151,low,nonveg,0
98,Raita,1,North_Indian,solo,Navi_Mumbai,Desserts,0.307,432,2,North_Indian,dinner,weekday,none,winter,0.461,0,0.393,medium,veg,0
175,Sandwich,1,Fast_Food,solo,South_Delhi,North_Indian,0.252,398,2,Fast_Food,dinner,weekend,none,monsoon,0.456,6,0.809,high,nonveg,0
147,Coke,2,Beverages,solo,Navi_Mumbai,Beverages,0.522,468,2,Beverages,dinner,weekday,festival,winter,0.716,1,0.646,medium,veg,1
190,Nachos,1,Fast_Food,solo,South_Delhi,South_Indian,0.274,415,2,Fast_Food,dinner,weekend,none,monsoon,0.527,0,0.735,medium,egg,0
18,Sambar,2,South_Indian,solo,South_Delhi,Fast_Food,0.429,508,3,South_Indian,lunch,weekday,none,summer,0.225,0,0.695,low,veg,1
157,Biryani,3,North_Indian,group,South_Delhi,Fast_Food,0.075,328,1,North_Indian,dinner,weekend,none,winter,0.246,3,0.451,high,veg,0
45,Garlic Bread,2,Fast_Food,solo,West_Delhi,Fast_Food,0.16,302,1,Fast_Food,breakfast,weekend,none,summer,0.061,0,0.517,medium,veg,0
121,Burger,3,Fast_Food,group,South_Delhi,Desserts,0.224,570,4,Fast_Food,dinner,weekday,none,summer,0.449,0,0.343,medium,veg,0
120,Spring Roll,3,Chinese,group,West_Delhi,Chinese,0.194,399,3,Chinese,lunch,weekend,none,winter,0.273,2,0.386,low,nonveg,0
180,Chutney,1,South_Indian,solo,West_Delhi,Beverages,0.666,391,2,South_Indian,lunch,weekday,none,monsoon,0.284,2,0.376,high,veg,0
20,Sandwich,2,Fast_Food,solo,Gurgaon,Chinese,0.608,500,3,Fast_Food,dinner,weekday,none,monsoon,0.152,0,0.439,low,veg,0
199,Chutney,3,South_Indian,group,South_Delhi,Beverages,0.437,286,1,South_Indian,snacks,weekday,birthday,summer,0.186,0,0.505,medium,veg,0
129,Garlic Bread,2,Fast_Food,solo,West_Delhi,Beverages,0.138,504,3,Fast_Food,lunch,weekend,festival,summer,0.259,1,0.274,medium,nonveg,0
94,Milkshake,3,Beverages,group,Noida,Desserts,0.042,490,3,Beverages,dinner,weekday,none,winter,0.243,0,0.369,medium,nonveg,0
177,Brownie,1,Desserts,solo,South_Delhi,Fast_Food,0.558,422,2,Desserts,snacks,weekday,none,monsoon,0.709,0,0.69,medium,nonveg,0
107,Brownie,3,Desserts,group,West_Delhi,North_Indian,0.23,632,4,Desserts,snacks,weekday,festival,winter,0.451,1,0.706,medium,veg,0
74,Spring Roll,2,Chinese,solo,West_Delhi,North_Indian,0.07,525,4,Chinese,breakfast,weekday,birthday,winter,0.13,0,0.453,low,dairy,0
125,Coke,2,Beverages,solo,South_Delhi,Beverages,0.44,578,4,Beverages,dinner,weekday,none,winter,0.192,0,0.87,medium,veg,1
7,Sandwich,3,Fast_Food,group,South_Delhi,Beverages,0.151,271,1,Fast_Food,snacks,weekend,none,winter,0.612,3,0.701,low,nonveg,0
